NAME,state,county,Estimate!!Total!!Income in the past 12 months below poverty level!!75 to 84 years,Estimate!!Total!!Income in the past 12 months below poverty level!!60 to 74 years,Estimate!!Total!!Income in the past 12 months below poverty level!!85 years and over,Estimate!!Total!!Income in the past 12 months below poverty level,Estimate!!Total,Estimate!!Total!!Income in the past 12 months below poverty level!!6 to 11 years,Estimate!!Total!!Income in the past 12 months below poverty level!!Under 6 years,Estimate!!Total!!Income in the past 12 months below poverty level!!18 to 59 years,Estimate!!Total!!Income in the past 12 months below poverty level!!12 to 17 years,Estimate!!Total!!Income in the past 12 months at or above poverty level,Estimate!!Total!!Income in the past 12 months at or above poverty level!!6 to 11 years,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Under 6 years,Estimate!!Total!!Income in the past 12 months at or above poverty level!!18 to 59 years,Estimate!!Total!!Income in the past 12 months at or above poverty level!!12 to 17 years,Estimate!!Total!!Income in the past 12 months at or above poverty level!!75 to 84 years,Estimate!!Total!!Income in the past 12 months at or above poverty level!!60 to 74 years,Estimate!!Total!!Income in the past 12 months at or above poverty level!!85 years and over
"Ramsey County, North Dakota",38,071,99.0,102.0,25.0,1290.0,11108.0,102.0,197.0,718.0,47.0,9818.0,800.0,766.0,5010.0,768.0,591.0,1700.0,183.0
"Griggs County, North Dakota",38,039,24.0,14.0,9.0,175.0,2168.0,24.0,15.0,83.0,6.0,1993.0,114.0,149.0,906.0,130.0,118.0,505.0,71.0
"Sheridan County, North Dakota",38,083,19.0,15.0,17.0,195.0,1389.0,0.0,33.0,103.0,8.0,1194.0,40.0,60.0,584.0,71.0,138.0,265.0,36.0
"Wells County, North Dakota",38,103,53.0,53.0,29.0,264.0,3980.0,0.0,2.0,127.0,0.0,3716.0,322.0,284.0,1674.0,228.0,287.0,801.0,120.0
"Mahoning County, Ohio",39,099,1079.0,4186.0,708.0,39441.0,223948.0,4338.0,4748.0,20757.0,3625.0,184507.0,10734.0,8998.0,96344.0,12907.0,12001.0,37518.0,6005.0
"Scioto County, Ohio",39,145,509.0,1688.0,259.0,17132.0,72649.0,1668.0,1731.0,9551.0,1726.0,55517.0,3836.0,3039.0,29307.0,4255.0,3617.0,10503.0,960.0
"Meigs County, Ohio",39,105,174.0,471.0,58.0,5130.0,22924.0,607.0,517.0,2891.0,412.0,17794.0,1179.0,899.0,9090.0,1382.0,1048.0,3801.0,395.0
"Pike County, Ohio",39,131,120.0,521.0,86.0,5395.0,27843.0,600.0,744.0,2801.0,523.0,22448.0,1381.0,1483.0,11791.0,1824.0,1310.0,4292.0,367.0
"Hamilton County, Ohio",39,061,3074.0,11412.0,1691.0,128930.0,794226.0,14852.0,16007.0,69051.0,12843.0,665296.0,46386.0,46804.0,373789.0,47925.0,30115.0,106666.0,13611.0
"Erie County, Ohio",39,043,246.0,883.0,84.0,8858.0,73963.0,925.0,1281.0,4948.0,491.0,65105.0,4190.0,3571.0,33266.0,4735.0,4229.0,13405.0,1709.0
"Lawrence County, Ohio",39,087,304.0,1676.0,81.0,11082.0,59685.0,1253.0,1139.0,5619.0,1010.0,48603.0,2977.0,2915.0,26487.0,3765.0,3051.0,8533.0,875.0
"Tuscarawas County, Ohio",39,157,469.0,1347.0,213.0,11990.0,91069.0,1460.0,1666.0,6052.0,783.0,79079.0,5768.0,4709.0,41460.0,6342.0,4640.0,14245.0,1915.0
"Brown County, Ohio",39,015,232.0,665.0,69.0,6818.0,42893.0,758.0,659.0,3675.0,760.0,36075.0,2324.0,2167.0,19369.0,3181.0,2069.0,6415.0,550.0
"Licking County, Ohio",39,089,552.0,1696.0,188.0,19101.0,167957.0,2318.0,2147.0,9820.0,2380.0,148856.0,11233.0,9897.0,81312.0,11715.0,7245.0,25042.0,2412.0
"Carroll County, Ohio",39,019,201.0,401.0,52.0,3549.0,27158.0,338.0,342.0,1970.0,245.0,23609.0,1588.0,1237.0,12254.0,1878.0,1435.0,4770.0,447.0
"Clermont County, Ohio",39,025,767.0,2403.0,277.0,19204.0,201463.0,1752.0,2080.0,10115.0,1810.0,182259.0,14730.0,12281.0,99721.0,14832.0,7769.0,30252.0,2674.0
"Highland County, Ohio",39,071,287.0,1010.0,79.0,8836.0,42337.0,994.0,1248.0,4444.0,774.0,33501.0,2463.0,1872.0,17410.0,2856.0,2073.0,6237.0,590.0
"Portage County, Ohio",39,133,348.0,1362.0,268.0,20346.0,155187.0,1699.0,2018.0,13216.0,1435.0,134841.0,8401.0,6756.0,76421.0,10048.0,6686.0,24036.0,2493.0
"Belmont County, Ohio",39,013,402.0,1068.0,130.0,8738.0,64451.0,667.0,996.0,4723.0,752.0,55713.0,3345.0,2894.0,28866.0,4069.0,3497.0,11680.0,1362.0
"Perry County, Ohio",39,127,186.0,737.0,46.0,6907.0,35582.0,729.0,788.0,3728.0,693.0,28675.0,1850.0,1784.0,15256.0,2563.0,1321.0,5417.0,484.0
"Bandera County, Texas",48,019,68.0,799.0,22.0,3219.0,21524.0,363.0,206.0,1402.0,359.0,18305.0,799.0,870.0,8672.0,1099.0,1596.0,4878.0,391.0
"Robertson County, Texas",48,395,72.0,251.0,80.0,2094.0,16681.0,224.0,121.0,1088.0,258.0,14587.0,1320.0,989.0,7284.0,1131.0,754.0,2794.0,315.0
"Taylor County, Texas",48,441,684.0,1827.0,226.0,20272.0,130211.0,2276.0,2424.0,11116.0,1719.0,109939.0,8404.0,9759.0,60462.0,8438.0,5149.0,15617.0,2110.0
"Trinity County, Texas",48,455,189.0,226.0,5.0,2328.0,14416.0,265.0,251.0,1179.0,213.0,12088.0,779.0,637.0,5269.0,786.0,1138.0,3174.0,305.0
"Cochran County, Texas",48,079,39.0,54.0,5.0,685.0,2871.0,73.0,50.0,322.0,142.0,2186.0,210.0,203.0,1158.0,120.0,149.0,321.0,25.0
"Comal County, Texas",48,091,281.0,1356.0,192.0,10997.0,133912.0,1446.0,933.0,5504.0,1285.0,122915.0,8622.0,8263.0,63878.0,9957.0,6008.0,23792.0,2395.0
"Houston County, Texas",48,225,161.0,472.0,79.0,4872.0,19696.0,605.0,696.0,2419.0,440.0,14824.0,916.0,708.0,7100.0,891.0,1313.0,3428.0,468.0
"Potter County, Texas",48,375,692.0,1832.0,197.0,22887.0,113740.0,2815.0,3387.0,11437.0,2527.0,90853.0,8430.0,8281.0,50457.0,7540.0,3295.0,11342.0,1508.0
"Scurry County, Texas",48,415,53.0,193.0,26.0,2149.0,15401.0,197.0,395.0,1112.0,173.0,13252.0,1291.0,1050.0,6626.0,1154.0,797.0,2040.0,294.0
"Crane County, Texas",48,103,30.0,67.0,0.0,357.0,4687.0,52.0,55.0,83.0,70.0,4330.0,433.0,401.0,2418.0,444.0,151.0,442.0,41.0
"Stonewall County, Texas",48,433,14.0,24.0,3.0,175.0,1325.0,8.0,13.0,76.0,37.0,1150.0,84.0,75.0,480.0,84.0,94.0,315.0,18.0
"Brown County, Texas",48,049,251.0,594.0,77.0,5217.0,35996.0,464.0,637.0,2564.0,630.0,30779.0,2239.0,1913.0,15914.0,2460.0,1970.0,5810.0,473.0
"Bee County, Texas",48,025,108.0,420.0,48.0,5403.0,24910.0,997.0,805.0,2550.0,475.0,19507.0,1424.0,1340.0,10488.0,1831.0,1032.0,3000.0,392.0
"McCulloch County, Texas",48,307,72.0,163.0,52.0,1266.0,7866.0,58.0,47.0,670.0,204.0,6600.0,492.0,560.0,3147.0,408.0,407.0,1455.0,131.0
"Lee County, Texas",48,287,62.0,334.0,58.0,2335.0,16487.0,379.0,201.0,1210.0,91.0,14152.0,1082.0,842.0,7427.0,1005.0,890.0,2646.0,260.0
"Ellis County, Texas",48,139,394.0,1380.0,134.0,15481.0,166593.0,2256.0,2289.0,7350.0,1678.0,151112.0,12880.0,10949.0,84854.0,14767.0,5551.0,20640.0,1471.0
"Kerr County, Texas",48,265,183.0,907.0,113.0,6601.0,49789.0,676.0,716.0,3271.0,735.0,43188.0,2170.0,2493.0,19579.0,2962.0,4209.0,10040.0,1735.0
"Falls County, Texas",48,145,199.0,315.0,22.0,3955.0,15521.0,497.0,574.0,2003.0,345.0,11566.0,655.0,676.0,6022.0,914.0,659.0,2224.0,416.0
"Montgomery County, Iowa",19,137,47.0,125.0,31.0,1601.0,9929.0,157.0,251.0,784.0,206.0,8328.0,618.0,449.0,4096.0,637.0,620.0,1705.0,203.0
"Mahaska County, Iowa",19,123,82.0,353.0,81.0,3110.0,21563.0,269.0,396.0,1706.0,223.0,18453.0,1582.0,1325.0,9275.0,1464.0,1001.0,3338.0,468.0
"Buchanan County, Iowa",19,019,56.0,238.0,58.0,1969.0,20812.0,226.0,194.0,937.0,260.0,18843.0,1864.0,1567.0,9446.0,1473.0,971.0,3090.0,432.0
"Decatur County, Iowa",19,053,63.0,143.0,60.0,1426.0,7272.0,198.0,137.0,746.0,79.0,5846.0,494.0,423.0,2753.0,420.0,359.0,1196.0,201.0
"Jackson County, Kansas",20,085,34.0,209.0,1.0,1305.0,13092.0,186.0,140.0,661.0,74.0,11787.0,912.0,843.0,5727.0,1064.0,684.0,2332.0,225.0
"Logan County, Kansas",20,109,4.0,52.0,21.0,210.0,2774.0,18.0,2.0,101.0,12.0,2564.0,190.0,209.0,1201.0,254.0,162.0,447.0,101.0
"Wyandotte County, Kansas",20,209,514.0,2629.0,331.0,32629.0,162507.0,4428.0,5147.0,16176.0,3404.0,129878.0,10992.0,10660.0,73281.0,10571.0,4911.0,17671.0,1792.0
"Clay County, Kansas",20,027,3.0,75.0,31.0,614.0,7992.0,31.0,63.0,358.0,53.0,7378.0,750.0,493.0,3286.0,580.0,606.0,1460.0,203.0
"Saline County, Kansas",20,169,246.0,587.0,200.0,6555.0,53525.0,676.0,637.0,3416.0,793.0,46970.0,3550.0,3454.0,25046.0,3650.0,2430.0,7800.0,1040.0
"Wabaunsee County, Kansas",20,197,21.0,57.0,26.0,385.0,6759.0,54.0,38.0,169.0,20.0,6374.0,535.0,489.0,3232.0,497.0,336.0,1145.0,140.0
"Mitchell County, Kansas",20,123,103.0,34.0,21.0,972.0,5961.0,65.0,135.0,528.0,86.0,4989.0,385.0,379.0,2288.0,347.0,339.0,1085.0,166.0
"Atchison County, Kansas",20,005,53.0,148.0,69.0,2643.0,15022.0,266.0,440.0,1502.0,165.0,12379.0,934.0,753.0,6356.0,1128.0,747.0,2131.0,330.0
"Finney County, Kansas",20,055,176.0,433.0,88.0,5370.0,36377.0,828.0,837.0,2392.0,616.0,31007.0,3072.0,3073.0,17037.0,2930.0,738.0,3723.0,434.0
"Leavenworth County, Kansas",20,103,268.0,609.0,61.0,6643.0,74258.0,960.0,838.0,3346.0,561.0,67615.0,5232.0,5473.0,36913.0,5949.0,2882.0,10271.0,895.0
"Stanton County, Kansas",20,187,13.0,28.0,0.0,298.0,2034.0,13.0,35.0,159.0,50.0,1736.0,187.0,114.0,843.0,162.0,159.0,247.0,24.0
"Meade County, Kansas",20,119,31.0,20.0,12.0,503.0,4139.0,84.0,72.0,218.0,66.0,3636.0,270.0,291.0,1895.0,316.0,211.0,574.0,79.0
"Pratt County, Kansas",20,151,40.0,140.0,37.0,1065.0,9178.0,51.0,245.0,530.0,22.0,8113.0,699.0,630.0,3844.0,731.0,612.0,1484.0,113.0
"Anderson County, Kansas",20,003,64.0,87.0,24.0,1068.0,7676.0,173.0,77.0,450.0,193.0,6608.0,470.0,509.0,3177.0,581.0,485.0,1242.0,144.0
"Geary County, Kansas",20,061,53.0,218.0,0.0,4127.0,33889.0,512.0,936.0,1932.0,476.0,29762.0,2926.0,3893.0,17431.0,1915.0,731.0,2558.0,308.0
"Ford County, Kansas",20,057,121.0,223.0,17.0,4875.0,33780.0,616.0,997.0,2227.0,674.0,28905.0,2935.0,2856.0,16276.0,2345.0,955.0,3185.0,353.0
"Marshall County, Kansas",20,117,43.0,86.0,47.0,904.0,9590.0,113.0,105.0,443.0,67.0,8686.0,700.0,583.0,4175.0,673.0,559.0,1678.0,318.0
"Cheyenne County, Kansas",20,023,18.0,60.0,35.0,249.0,2627.0,11.0,19.0,89.0,17.0,2378.0,184.0,157.0,1093.0,170.0,177.0,496.0,101.0
"Cowley County, Kansas",20,035,124.0,605.0,42.0,5074.0,33388.0,693.0,653.0,2500.0,457.0,28314.0,1894.0,2125.0,14671.0,2517.0,1532.0,4773.0,802.0
"Franklin County, Kansas",20,059,126.0,301.0,16.0,2564.0,24858.0,366.0,263.0,1227.0,265.0,22294.0,1906.0,1612.0,12040.0,1658.0,968.0,3671.0,439.0
"Jewell County, Kansas",20,089,22.0,57.0,9.0,453.0,2850.0,14.0,60.0,254.0,37.0,2397.0,154.0,116.0,987.0,131.0,281.0,630.0,98.0
"Rice County, Kansas",20,159,29.0,143.0,22.0,1527.0,9028.0,265.0,159.0,753.0,156.0,7501.0,476.0,583.0,3858.0,521.0,476.0,1394.0,193.0
"Chase County, Kansas",20,017,8.0,38.0,7.0,321.0,2553.0,56.0,42.0,162.0,8.0,2232.0,182.0,141.0,1013.0,188.0,170.0,473.0,65.0
"Wichita County, Kansas",20,203,7.0,13.0,4.0,92.0,2113.0,0.0,0.0,55.0,13.0,2021.0,179.0,173.0,956.0,182.0,155.0,299.0,77.0
"Norton County, Kansas",20,137,18.0,91.0,28.0,588.0,4648.0,72.0,15.0,241.0,123.0,4060.0,164.0,348.0,2050.0,313.0,218.0,765.0,202.0
"Barton County, Kansas",20,009,295.0,278.0,48.0,4395.0,26245.0,597.0,538.0,2230.0,409.0,21850.0,1498.0,1547.0,11259.0,1679.0,1389.0,3941.0,537.0
"Edwards County, Kansas",20,047,26.0,36.0,19.0,240.0,2830.0,32.0,12.0,105.0,10.0,2590.0,241.0,168.0,1283.0,217.0,134.0,498.0,49.0
"Rush County, Kansas",20,165,16.0,56.0,20.0,298.0,3029.0,14.0,14.0,167.0,11.0,2731.0,174.0,178.0,1283.0,267.0,221.0,492.0,116.0
"Marion County, Kansas",20,115,44.0,185.0,46.0,1047.0,11250.0,112.0,63.0,543.0,54.0,10203.0,718.0,739.0,4935.0,904.0,716.0,1875.0,316.0
"Ottawa County, Kansas",20,143,34.0,82.0,11.0,604.0,5790.0,59.0,90.0,255.0,73.0,5186.0,370.0,277.0,2695.0,494.0,299.0,917.0,134.0
"Barber County, Kansas",20,007,30.0,152.0,22.0,729.0,4669.0,90.0,79.0,278.0,78.0,3940.0,375.0,296.0,1993.0,179.0,252.0,753.0,92.0
"Dickinson County, Kansas",20,041,127.0,294.0,65.0,2314.0,18583.0,318.0,131.0,1185.0,194.0,16269.0,1239.0,1255.0,8312.0,1340.0,1098.0,2749.0,276.0
"Trimble County, Kentucky",21,223,39.0,124.0,25.0,1595.0,8410.0,185.0,165.0,907.0,150.0,6815.0,417.0,307.0,3780.0,529.0,318.0,1337.0,127.0
"Hickman County, Kentucky",21,105,44.0,83.0,4.0,678.0,4396.0,63.0,47.0,394.0,43.0,3718.0,254.0,189.0,1746.0,278.0,252.0,856.0,143.0
"Nelson County, Kentucky",21,179,207.0,525.0,95.0,4899.0,44907.0,402.0,615.0,2699.0,356.0,40008.0,3555.0,2697.0,22010.0,3174.0,1404.0,6549.0,619.0
"Grant County, Kentucky",21,081,196.0,263.0,12.0,4419.0,24324.0,843.0,647.0,1876.0,582.0,19905.0,1648.0,1478.0,11275.0,1418.0,779.0,3126.0,181.0
"Logan County, Kentucky",21,141,263.0,580.0,97.0,4580.0,26507.0,516.0,440.0,2095.0,589.0,21927.0,1324.0,1623.0,11744.0,1872.0,1275.0,3764.0,325.0
"Pendleton County, Kentucky",21,191,120.0,207.0,57.0,2532.0,14378.0,263.0,260.0,1295.0,330.0,11846.0,856.0,668.0,6760.0,933.0,416.0,2051.0,162.0
"Spencer County, Kentucky",21,215,82.0,192.0,37.0,1523.0,18051.0,149.0,57.0,867.0,139.0,16528.0,1207.0,1059.0,9955.0,1464.0,489.0,2213.0,141.0
"Bath County, Kentucky",21,011,100.0,279.0,25.0,2552.0,12134.0,276.0,270.0,1298.0,304.0,9582.0,770.0,661.0,5126.0,777.0,534.0,1575.0,139.0
"Boyle County, Kentucky",21,021,154.0,607.0,41.0,3833.0,26707.0,214.0,391.0,2064.0,362.0,22874.0,1625.0,1286.0,11821.0,1817.0,1561.0,4168.0,596.0
"Harlan County, Kentucky",21,095,250.0,1079.0,103.0,9563.0,26393.0,1156.0,912.0,5249.0,814.0,16830.0,1063.0,982.0,8747.0,995.0,907.0,3783.0,353.0
"Lincoln County, Kentucky",21,137,328.0,747.0,83.0,5752.0,23896.0,526.0,616.0,2965.0,487.0,18144.0,1465.0,1189.0,9795.0,1202.0,973.0,3244.0,276.0
"Monroe County, Kentucky",21,171,100.0,296.0,103.0,2546.0,10494.0,237.0,310.0,1192.0,308.0,7948.0,564.0,421.0,4488.0,507.0,433.0,1437.0,98.0
"Union County, Kentucky",21,225,43.0,267.0,21.0,3196.0,14374.0,169.0,231.0,2272.0,193.0,11178.0,638.0,684.0,6185.0,853.0,563.0,2063.0,192.0
"Calloway County, Kentucky",21,035,201.0,609.0,51.0,8004.0,35029.0,718.0,618.0,5261.0,546.0,27025.0,1473.0,1699.0,14518.0,1775.0,1650.0,5257.0,653.0
"Daviess County, Kentucky",21,059,379.0,1615.0,211.0,15624.0,97141.0,1557.0,2465.0,7987.0,1410.0,81517.0,6177.0,5606.0,43208.0,6900.0,4342.0,13786.0,1498.0
"Pulaski County, Kentucky",21,199,394.0,1963.0,231.0,14859.0,62931.0,1069.0,1646.0,8236.0,1320.0,48072.0,3331.0,2778.0,24958.0,3663.0,2958.0,9432.0,952.0
"Henderson County, Kentucky",21,101,339.0,1049.0,115.0,8365.0,44956.0,934.0,947.0,4291.0,690.0,36591.0,2882.0,2305.0,19183.0,2806.0,1686.0,6951.0,778.0
"Knott County, Kentucky",21,119,77.0,466.0,14.0,4910.0,14772.0,601.0,562.0,2814.0,376.0,9862.0,543.0,387.0,5205.0,634.0,700.0,2262.0,131.0
"Muhlenberg County, Kentucky",21,177,249.0,707.0,18.0,5280.0,30380.0,552.0,358.0,2993.0,403.0,25100.0,1460.0,1566.0,13503.0,1989.0,1700.0,4513.0,369.0
"Adair County, Kentucky",21,001,165.0,584.0,44.0,3866.0,17890.0,325.0,303.0,2022.0,423.0,14024.0,921.0,887.0,7444.0,863.0,940.0,2794.0,175.0
"Cumberland County, Kentucky",21,057,66.0,211.0,27.0,1423.0,6609.0,96.0,63.0,842.0,118.0,5186.0,392.0,376.0,2606.0,388.0,337.0,980.0,107.0
"Lee County, Kentucky",21,129,78.0,278.0,45.0,2084.0,6212.0,226.0,245.0,1082.0,130.0,4128.0,270.0,165.0,2079.0,344.0,256.0,968.0,46.0
"Lewis County, Kentucky",21,135,175.0,480.0,52.0,3725.0,13256.0,237.0,403.0,1967.0,411.0,9531.0,699.0,501.0,5216.0,642.0,526.0,1785.0,162.0
"Woodford County, Kentucky",21,239,42.0,199.0,38.0,3647.0,25704.0,693.0,394.0,1744.0,537.0,22057.0,1313.0,1333.0,11647.0,1560.0,1174.0,4666.0,364.0
"Jessamine County, Kentucky",21,113,177.0,811.0,41.0,8912.0,50392.0,1172.0,1000.0,4609.0,1102.0,41480.0,3256.0,2909.0,22915.0,3207.0,2058.0,6633.0,502.0
"Letcher County, Kentucky",21,133,142.0,921.0,60.0,7269.0,22409.0,662.0,794.0,4030.0,660.0,15140.0,1067.0,607.0,7882.0,1038.0,1044.0,3300.0,202.0
"McCracken County, Kentucky",21,145,275.0,1143.0,210.0,10050.0,63629.0,1034.0,1199.0,5311.0,878.0,53579.0,3536.0,3478.0,27989.0,3740.0,3036.0,10294.0,1506.0
"Whitley County, Kentucky",21,235,273.0,920.0,69.0,8858.0,34080.0,1117.0,981.0,4679.0,819.0,25222.0,1879.0,1964.0,13025.0,1905.0,1284.0,4692.0,473.0
"Floyd County, Kentucky",21,071,135.0,1013.0,38.0,11491.0,36265.0,1255.0,1166.0,6745.0,1139.0,24774.0,1261.0,1338.0,13036.0,1604.0,1709.0,5445.0,381.0
"McCreary County, Kentucky",21,147,214.0,586.0,34.0,6027.0,16081.0,579.0,628.0,3481.0,505.0,10054.0,593.0,619.0,5279.0,819.0,572.0,2062.0,110.0
"Metcalfe County, Kentucky",21,169,77.0,366.0,30.0,2343.0,9881.0,186.0,258.0,1132.0,294.0,7538.0,578.0,394.0,4129.0,586.0,524.0,1246.0,81.0
"Rowan County, Kentucky",21,205,111.0,556.0,62.0,5585.0,21490.0,458.0,653.0,3478.0,267.0,15905.0,927.0,877.0,9034.0,1290.0,866.0,2657.0,254.0
"Clark County, Kentucky",21,049,179.0,635.0,59.0,5513.0,35297.0,755.0,453.0,2820.0,612.0,29784.0,1942.0,1894.0,16218.0,2196.0,1515.0,5425.0,594.0
"Carroll County, Kentucky",21,041,73.0,242.0,23.0,2657.0,10352.0,350.0,489.0,1203.0,277.0,7695.0,559.0,396.0,4353.0,591.0,343.0,1291.0,162.0
"Estill County, Kentucky",21,065,96.0,526.0,56.0,4635.0,14176.0,382.0,388.0,2693.0,494.0,9541.0,724.0,485.0,4919.0,565.0,648.0,2048.0,152.0
"Greenup County, Kentucky",21,089,118.0,667.0,107.0,5590.0,35245.0,691.0,633.0,2878.0,496.0,29655.0,1928.0,1696.0,15459.0,2131.0,2126.0,5768.0,547.0
"Carter County, Kentucky",21,043,342.0,670.0,76.0,6861.0,26447.0,583.0,743.0,3729.0,718.0,19586.0,1362.0,1147.0,9992.0,1459.0,1049.0,4159.0,418.0
"Lafourche Parish, Louisiana",22,057,436.0,1682.0,113.0,15036.0,95864.0,2050.0,1246.0,7922.0,1587.0,80828.0,5565.0,6063.0,45243.0,5969.0,3906.0,12823.0,1259.0
"Jefferson Davis Parish, Louisiana",22,053,189.0,760.0,106.0,6002.0,30929.0,799.0,577.0,3094.0,477.0,24927.0,1862.0,1997.0,13069.0,2291.0,1306.0,3975.0,427.0
"West Feliciana Parish, Louisiana",22,125,61.0,294.0,35.0,1776.0,12078.0,325.0,245.0,647.0,169.0,10302.0,633.0,564.0,6263.0,603.0,429.0,1783.0,27.0
"Beauregard Parish, Louisiana",22,011,204.0,864.0,77.0,6244.0,36363.0,518.0,575.0,3402.0,604.0,30119.0,2248.0,2346.0,16309.0,2766.0,1409.0,4655.0,386.0
"Evangeline Parish, Louisiana",22,039,285.0,817.0,116.0,8807.0,31993.0,1023.0,1039.0,4423.0,1104.0,23186.0,1631.0,1681.0,12429.0,1924.0,1276.0,3969.0,276.0
"Lincoln Parish, Louisiana",22,061,241.0,670.0,133.0,13118.0,44169.0,818.0,1319.0,9112.0,825.0,31051.0,2081.0,1974.0,17566.0,2316.0,1579.0,4950.0,585.0
"Webster Parish, Louisiana",22,119,243.0,1067.0,202.0,10170.0,38662.0,1260.0,1615.0,5099.0,684.0,28492.0,1734.0,1304.0,14636.0,2361.0,2111.0,5711.0,635.0
"Iberville Parish, Louisiana",22,047,217.0,584.0,51.0,5338.0,29594.0,616.0,728.0,2499.0,643.0,24256.0,1600.0,1424.0,13583.0,1994.0,1323.0,4029.0,303.0
"Morehouse Parish, Louisiana",22,067,280.0,886.0,73.0,7162.0,25157.0,945.0,859.0,3330.0,789.0,17995.0,1218.0,1347.0,9522.0,1055.0,1122.0,3310.0,421.0
"Terrebonne Parish, Louisiana",22,109,631.0,2083.0,145.0,23833.0,110492.0,2532.0,3083.0,12947.0,2412.0,86659.0,7225.0,6448.0,48353.0,6209.0,3588.0,13365.0,1471.0
"Claiborne Parish, Louisiana",22,027,144.0,452.0,86.0,4290.0,14077.0,409.0,480.0,2348.0,371.0,9787.0,570.0,450.0,5176.0,569.0,750.0,2039.0,233.0
"Avoyelles Parish, Louisiana",22,009,429.0,1218.0,82.0,8955.0,37305.0,844.0,1119.0,4290.0,973.0,28350.0,2136.0,1978.0,14971.0,2529.0,1352.0,4995.0,389.0
"Pointe Coupee Parish, Louisiana",22,077,347.0,721.0,119.0,3992.0,21851.0,438.0,408.0,1733.0,226.0,17859.0,1119.0,1198.0,9409.0,1369.0,941.0,3558.0,265.0
"Vernon Parish, Louisiana",22,115,155.0,872.0,117.0,8344.0,48645.0,1207.0,1038.0,4240.0,715.0,40301.0,3104.0,3944.0,23838.0,2721.0,1436.0,4845.0,413.0
"Sabine Parish, Louisiana",22,085,168.0,708.0,63.0,4610.0,23667.0,432.0,506.0,2323.0,410.0,19057.0,1495.0,1232.0,9456.0,1648.0,1186.0,3743.0,297.0
"LaSalle Parish, Louisiana",22,059,105.0,473.0,20.0,2975.0,13521.0,234.0,340.0,1562.0,241.0,10546.0,808.0,797.0,5235.0,1002.0,577.0,1981.0,146.0
"Lincoln County, Maine",23,015,246.0,776.0,89.0,4019.0,33501.0,280.0,355.0,1918.0,355.0,29482.0,1721.0,1288.0,13802.0,1619.0,2439.0,7852.0,761.0
"Piscataquis County, Maine",23,021,147.0,525.0,54.0,3179.0,16517.0,205.0,241.0,1751.0,256.0,13338.0,688.0,596.0,6262.0,801.0,980.0,3604.0,407.0
"Washington County, Maine",23,029,337.0,981.0,57.0,5657.0,30616.0,460.0,489.0,2818.0,515.0,24959.0,1330.0,1299.0,12171.0,1695.0,1710.0,6173.0,581.0
"Sagadahoc County, Maine",23,023,158.0,377.0,59.0,3420.0,35039.0,361.0,375.0,1792.0,298.0,31619.0,1916.0,1704.0,16812.0,1913.0,1923.0,6548.0,803.0
"Kennebec County, Maine",23,011,835.0,1802.0,316.0,15626.0,117730.0,1548.0,1752.0,8296.0,1077.0,102104.0,5809.0,5457.0,55265.0,7413.0,5627.0,20429.0,2104.0
"Hancock County, Maine",23,009,458.0,741.0,280.0,5950.0,53095.0,456.0,485.0,3131.0,399.0,47145.0,2882.0,2279.0,23527.0,2838.0,2827.0,11654.0,1138.0
"Somerset County, Maryland",24,039,98.0,327.0,17.0,3996.0,19564.0,472.0,568.0,2188.0,326.0,15568.0,912.0,817.0,7731.0,1098.0,1096.0,3532.0,382.0
"Allegany County, Maryland",24,001,446.0,1070.0,219.0,10558.0,64198.0,818.0,890.0,6056.0,1059.0,53640.0,3169.0,2936.0,28444.0,3488.0,3770.0,10411.0,1422.0
"Prince George's County, Maryland",24,033,2258.0,7815.0,758.0,78590.0,885967.0,7930.0,9306.0,43349.0,7174.0,807377.0,59178.0,61122.0,480687.0,55539.0,27431.0,114449.0,8971.0
"Frederick County, Maryland",24,021,638.0,2056.0,473.0,17341.0,243547.0,1789.0,1555.0,9178.0,1652.0,226206.0,17291.0,15586.0,128789.0,19632.0,8468.0,32841.0,3599.0
"Kent County, Maryland",24,029,88.0,304.0,21.0,2210.0,17956.0,221.0,238.0,1171.0,167.0,15746.0,644.0,732.0,7645.0,975.0,1348.0,3755.0,647.0
"Worcester County, Massachusetts",25,027,3397.0,9659.0,1592.0,82745.0,794423.0,7780.0,7684.0,45610.0,7023.0,711678.0,49220.0,44238.0,405143.0,57423.0,29987.0,112232.0,13435.0
"Chippewa County, Michigan",26,033,115.0,649.0,81.0,6267.0,33902.0,581.0,816.0,3476.0,549.0,27635.0,1771.0,1348.0,14953.0,1861.0,1721.0,5236.0,745.0
"Oakland County, Michigan",26,125,4268.0,13012.0,2040.0,106773.0,1240022.0,8947.0,9870.0,59570.0,9066.0,1133249.0,78297.0,71934.0,634617.0,88679.0,50105.0,187217.0,22400.0
"Muskegon County, Michigan",26,121,699.0,2706.0,266.0,28384.0,165967.0,3499.0,3361.0,15063.0,2790.0,137583.0,9672.0,8970.0,73537.0,11042.0,7123.0,24326.0,2913.0
"Lapeer County, Michigan",26,087,282.0,1147.0,183.0,8697.0,86437.0,859.0,740.0,4654.0,832.0,77740.0,5298.0,4492.0,41973.0,6260.0,3888.0,14696.0,1133.0
